"nombre_ie","cod_local","cod_modular","nivel","modalidad","distrito","rei","nombre_director","estado"
"YATACO ACADEMY","294521","1505312","tecnico_productiva","EBR","ATE","SIN REI","SERRANO HUAMANI DELICIA","active"
"GARCILASO","294564","1505320","primaria","EBA","ATE","SIN REI","AGREDA OTAROLA PEDRO EINER","active"
"GARCILASO","294564","1505338","secundaria","EBA","ATE","SIN REI","AGREDA OTAROLA PEDRO EINER","active"
"JESUS MISERICORDIOSO","718643","1505361","primaria","EBR","ATE","SIN REI","COLLAZOS MUNIVE CARLOS ALEXEI","active"
"JESUS MISERICORDIOSO","718643","1505379","inicial_jardin","EBR","ATE","SIN REI","COLLAZOS MUNIVE CARLOS ALEXEI","active"
"CARMELITAS DEL INMACULADO CORAZON DE MARIA","436511","1505387","primaria","EBR","CHACLACAYO","SIN REI","GOMEZ LLANOS NOEMI RUTH","active"
"CARMELITAS DEL INMACULADO CORAZON DE MARIA","436511","1505395","inicial_jardin","EBR","CHACLACAYO","SIN REI","GOMEZ LLANOS NOEMI RUTH","active"
"FRANCIS SCHAEFFER","564037","1505429","primaria","EBR","ATE","SIN REI","PALOMINO CUTI NOEMI","active"
"ELVIRA GARCIA Y GARCIA BERT","857342","1505437","primaria","EBR","LURIGANCHO","SIN REI","JIMENEZ MACAVILCA ISABEL CARMEN","active"
"SANTISIMO SALVADOR","719039","1505445","primaria","EBR","ATE","SIN REI","VILLANUEVA OSHIRO PATRICIA","active"
"IDUKAY","718737","1505478","inicial_jardin","EBR","LURIGANCHO","SIN REI","MARTINEZ MARTINEZ LUCIA AURORA","active"
"FE Y ALEGRIA 53","294979","1505494","secundaria","EBR","ATE","13","ZUÑIGA ESTEBAN ANA NOEMI","active"
"KINDERLAND","718285","1505510","inicial_cuna_jardin","EBR","LURIGANCHO","SIN REI","DE LA COLINA KALINOWSKY GRACIELA AMERICA","active"
"REINO DE FANTASIAS","718799","1505536","inicial_jardin","EBR","SANTA ANITA","SIN REI","HURTADO GONZALES JENNY ROSALEEN","active"
"D'CHIQUITITOS","718836","1505577","inicial_cuna_jardin","EBR","ATE","SIN REI","PIMENTEL PRADA CARMEN CECILIA","active"
"MARTIN ADAN","300862","1505601","secundaria","EBR","CIENEGUILLA","SIN REI","GALVEZ PIZARRO PEDRO PABLO","active"
"NEW ALBERT EINSTEIN SCHOOL","718855","1505619","inicial_jardin","EBR","CIENEGUILLA","SIN REI","ALANIA ECHEVARRIA FLAVIO AUGUSTO","active"
"NEW ALBERT EINSTEIN SCHOOL","718855","1505627","primaria","EBR","CIENEGUILLA","SIN REI","ALANIA ECHEVARRIA FLAVIO AUGUSTO","active"
"LEV VIGOTSKY","718313","1505635","primaria","EBR","SANTA ANITA","SIN REI","HUARANGA TOLEDO FILOMENO MIGUEL","active"
"NEW JEAN PIAGET COLLEGE","718959","1505643","primaria","EBR","LA MOLINA","SIN REI","ARENAS VELASQUEZ PABLO HUMBERTO","active"
"MARICARMEN","718898","1505668","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","RAMIREZ TALLEDO PATRICIA MILAGROS","active"
"CORAZONCITOS","718902","1505676","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","PAREDES CARO SILVIA ALICIA","active"
"SIGMA","718431","1505684","secundaria","EBR","LA MOLINA","SIN REI","PEÑA RUIZ MELISSA SILVIA","active"
"CRECIENDO CON JESUS","718916","1505692","inicial_jardin","EBR","LA MOLINA","SIN REI","PAREDES PORTELLA ROCIO DEL PILAR","active"
"LOS ANGELITOS DEL PARAISO","718351","1505726","inicial_jardin","EBR","ATE","SIN REI","HUAMAN JIMENEZ FLORENTINA","active"
"CRAYOLA","718370","1505742","inicial_jardin","EBR","CHACLACAYO","SIN REI","MUÑOZ CALDERON SYNTIA NAHARA","active"
"RODOLFO HORACIO ZEBALLOS GAMES","338916","1505759","primaria","EBR","SANTA ANITA","5","CAJACHAHUA ESPINOZA ELENA JULIA","active"
"SANTA MARIA DE JESUS","339204","1505783","secundaria","EBR","SANTA ANITA","SIN REI","GUTIERREZ GARBOZA GREIS","active"
"EULER","718394","1505791","secundaria","EBR","ATE","SIN REI","RUIZ PACHECO ROSA GABRIELA","active"
"SAN ISIDRO PATRON DE VITARTE","853061","1505809","inicial_jardin","EBR","ATE","SIN REI","ROJAS NUÑEZ CESAR ALFREDO","active"
"FOYER DE CHARITE SANTA ROSA","314345","1505825","tecnico_productiva","EBR","LURIGANCHO","SIN REI","APARICIO CUMBA NANCY HAYDEE","active"
"CIBER UNI LAS PRADERAS","810514","1505833","primaria","EBR","SANTA ANITA","SIN REI","FERNANDEZ CAVERO ISMAEL ZENON","active"
"SAN ISIDRO PATRON DE VITARTE","853061","1505841","primaria","EBR","ATE","SIN REI","ROJAS NUÑEZ CESAR ALFREDO","active"
"JESUS DE NAZARETH","314779","1505866","tecnico_productiva","EBR","LURIGANCHO","SIN REI","RAFAEL MELGAR ELIZABETH MARUJA","active"
"JOHN F. KENNEDY","292881","1505874","inicial_jardin","EBR","ATE","SIN REI","GRADOS CARNERO HERNAN EDILBERTO","active"
"SANTA MARIA","314425","1505882","inicial_jardin","EBR","LURIGANCHO","SIN REI","MARIÑOS SOLIER URSULA ROSA","active"
"BOURBAKI","720684","1505890","secundaria","EBR","SANTA ANITA","SIN REI","AVILES ESPINAL JAIME","active"
"SANTA EUGENIA","720702","1505908","inicial_jardin","EBR","SANTA ANITA","SIN REI","DIAZ FLORES GLADYS GRACIELA","active"
"COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE ENRIQUE GUZMAN Y VALLE","313652","1505916","inicial_cuna_jardin","EBR","LURIGANCHO","19","PUMACAYO SANCHEZ HEINRICH FRANK","active"
"BOURBAKI","720684","1505924","secundaria","EBA","SANTA ANITA","SIN REI","AVILES ESPINAL JAIME","active"
"NEW JEAN PIAGET COLLEGE","718959","1505932","inicial_jardin","EBR","LA MOLINA","SIN REI","ARENAS VELASQUEZ PABLO HUMBERTO","active"
"KREATIVIDAD","782752","1505940","inicial_jardin","EBR","LA MOLINA","SIN REI","OLIVARES SAAVEDRA LOURDES ROSARIO","active"
"SANTISIMA VIRGEN DE LAS MERCEDES","718469","1505965","inicial_jardin","EBR","CHACLACAYO","SIN REI","POSSO ÑAÑEZ MARIO","active"
"CIELITO LINDO","294903","1505973","primaria","EBR","ATE","SIN REI","CHAUCA HUARANGA MARIANO","active"
"ELVIRA GARCIA Y GARCIA BERT","857342","1506005","secundaria","EBR","LURIGANCHO","SIN REI","JIMENEZ MACAVILCA ISABEL CARMEN","active"
"JESUS GUIA","718346","1506021","inicial_jardin","EBR","ATE","SIN REI","YARASCA PALACIOS ALBERTO","active"
"JESUS GUIA","718346","1506039","secundaria","EBR","ATE","SIN REI","YARASCA PALACIOS ALBERTO","active"
"NUEVA JUVENTUD","293866","1506054","primaria","EBR","ATE","SIN REI","CONTRERAS CARRANZA LUIS ALFREDO","active"
"OSCAR MIRO QUESADA","718389","1506062","secundaria","EBR","ATE","SIN REI","TORRES ANDRADE ANTONIO","active"
"SANTISIMA VIRGEN DE LAS MERCEDES","718469","1506070","primaria","EBR","CHACLACAYO","SIN REI","POSSO ÑAÑEZ MARIO RUFINO","active"
"SAN IISIDRO PATRON DE JICAMARCA","314661","1506088","secundaria","EBR","LURIGANCHO","SIN REI","MORALES RISCO JESUS HUMBERTO","active"
"LA MOLINA","574282","1506096","tecnico_productiva","EBR","LA MOLINA","SIN REI","LAGUNA ARCE MILAGRITOS VERONICA","active"
"MARAVILLOSAS GOTITAS DEL SABER","719968","1506104","inicial_jardin","EBR","ATE","SIN REI","TERRONES SOTO JUANA RICARDINA","active"
"CRISTO DE LA PAZ","314473","1506112","primaria","EBA","LURIGANCHO","SIN REI","ZEVALLOS MALLMA JUAN CARLOS","active"
"CRISTO DE LA PAZ","314473","1506120","secundaria","EBA","LURIGANCHO","SIN REI","ZEVALLOS MALLMA JUAN CARLOS","active"
"SIGLO XXI","314473","1506138","tecnico_productiva","EBR","LURIGANCHO","SIN REI","ZEVALLOS MALLMA JUAN CARLOS","active"
"VIRGEN DE FATIMA","718493","1506146","inicial_jardin","EBR","ATE","SIN REI","VICTORIA CRUZATT GRICERIA","active"
"VIRGEN DE FATIMA","718493","1506153","primaria","EBR","ATE","SIN REI","VICTORIA CRUZATT GRICERIA","active"
"NUESTRA SEÑORA DEL ROSARIO DE FATIMA","298369","1506161","inicial_jardin","EBR","CHACLACAYO","SIN REI","OROZCO TICSE DIANA VERONICA","active"
"CIBER UNI LAS PRADERAS","810514","1506179","inicial_jardin","EBR","SANTA ANITA","SIN REI","FERNANDEZ CAVERO ISMAEL ZENON","active"
"SANTA INES","294045","1506195","secundaria","EBR","ATE","SIN REI","SANCHEZ MORENO MALDONADO GLADYS EUFEMIA","active"
"SANTISIMA VIRGEN DE LAS MERCEDES","718469","1506211","secundaria","EBR","CHACLACAYO","SIN REI","POSSO ÑAÑEZ MARIO RUFINO","active"
"SANTISIMO SALVADOR","719039","1506237","inicial_jardin","EBR","ATE","SIN REI","VILLANUEVA OSHIRO PATRICIA","active"
"FRANCIS SCHAEFFER","564037","1506245","inicial_jardin","EBR","ATE","SIN REI","PALOMINO CUTI NOEMI","active"
"CAMINEMOS","718474","1506252","inicial_jardin","EBR","LA MOLINA","SIN REI","VASQUEZ DONAYRE MARLISSE","active"
"DON BOSCO","339341","1506278","primaria","EBA","SANTA ANITA","SIN REI","ZAMORA OLAZABAL LUIS AMERICO","active"
"DON BOSCO","339341","1506286","secundaria","EBA","SANTA ANITA","SIN REI","LUIS AMERICO ZAMORA OLAZABAL","active"
"EVILA GONZALES","719831","1506302","primaria","EBR","SANTA ANITA","SIN REI","CAMARENA CRUZ CARLOS ORLANDO","active"
"NEW EMMANUEL SCHOOL","719869","1506310","primaria","EBR","ATE","SIN REI","HICHCAS HUACACHI VICTORIA GLADYS","active"
"NEW EMMANUEL SCHOOL","719869","1506328","inicial_jardin","EBR","ATE","SIN REI","HICHCAS HUACACHI VICTORIA GLADYS","active"
"WILLIAM SHAKESPEARE","339893","1506336","secundaria","EBR","SANTA ANITA","SIN REI","VIDAL LOPEZ MIRIAM CLOTILDE","active"
"ANDRES BELLO","719242","1506344","inicial_jardin","EBR","ATE","SIN REI","MONTALVO PALACIOS ZAIDA","active"
"SAN ANTONIO DE UMARO","719888","1506351","primaria","EBR","ATE","SIN REI","BENDEZU ORE VIOLETA","active"
"SAN ANTONIO DE UMARO","719888","1506369","inicial_jardin","EBR","ATE","SIN REI","BENDEZU ORE VIOLETA","active"
"BELEN DE JESUS","719906","1506377","inicial_jardin","EBR","LURIGANCHO","SIN REI","RODRIGUEZ ROBLES FLOR DE MARIA ROSMERI","active"
"BELEN DE JESUS","719906","1506385","primaria","EBR","LURIGANCHO","SIN REI","RODRIGUEZ ROBLES FLOR DE MARIA ROSMERI","active"
"CRISTO REY SALVADOR","719911","1506393","inicial_jardin","EBR","ATE","SIN REI","CCAHUANA YLLA EDWIN","active"
"CRISTO REY SALVADOR","719911","1506401","primaria","EBR","ATE","SIN REI","CCAHUANA YLLA EDWIN","active"
"LAS MERCEDES","719949","1506427","primaria","EBR","ATE","SIN REI","LUNA VALENZUELA LUISA MERCEDES","active"
"LAS MERCEDES","719949","1506435","inicial_jardin","EBR","ATE","SIN REI","LUNA VALENZUELA LUISA MERCEDES","active"
"RONDITA DE MI JARDIN","718501","1506443","inicial_jardin","EBR","ATE","SIN REI","GUTIERREZ MICHUY INIS","active"
"CRISTO MILAGROSO","720028","1506518","primaria","EBR","LURIGANCHO","SIN REI","LAZO DE LA VEGA ZEIDA AMERICA MIRANDA","active"
"SANTA MARIA GORETTI","720033","1506526","inicial_jardin","EBR","ATE","SIN REI","MONGE GALVEZ DORIS GLADYS","active"
"ANDINO","718515","1506534","primaria","EBR","ATE","SIN REI","SALVADOR FRANCIA VICTOR RICARDO","active"
"ALMA AMERICA","718558","1506542","inicial_jardin","EBR","ATE","SIN REI","ALARCON MOREYRA CARLOS ALBERTO","active"
"MAHATMA GANDHI","720085","1506559","inicial_jardin","EBR","ATE","SIN REI","HUAMAN VILCHEZ ESTHER","active"
"MAHATMA GANDHI","720085","1506567","primaria","EBR","ATE","SIN REI","HUAMAN VILCHEZ ESTHER","active"
"SANTA MARIA GORETTI","720033","1506575","primaria","EBR","ATE","SIN REI","MONGE GALVEZ DORIS GLADYS","active"
"LA CATOLICA","720108","1506583","secundaria","EBR","LURIGANCHO","SIN REI","PASTRANA SALVATIERRA MILAGROS","active"
"STEVE JOBS","720113","1506591","primaria","EBR","SANTA ANITA","SIN REI","PRADO PRADO ANA MARIA","active"
"STEVE JOBS","720113","1506609","inicial_jardin","EBR","SANTA ANITA","SIN REI","PRADO PRADO ANA MARIA","active"
"SOLIDARIDAD","720127","1506617","primaria","EBE","LURIGANCHO","SIN REI","PEREZ CARDENAS RENE LUZ","active"
"LITTLE KIDS","720132","1506625","inicial_jardin","EBR","LA MOLINA","SIN REI","BARTUREN VIDALON SYLVIA NELLY","active"
"NUEVO DESPERTAR","720170","1506633","inicial_jardin","EBR","ATE","SIN REI","AGUILAR ARELLANO SUSY ARLENE","active"
"NUEVO DESPERTAR","720170","1506641","primaria","EBR","ATE","SIN REI","AGUILAR ARELLANO SUSY ARLENE","active"
"CRISTO JESUS","720561","1506658","primaria","EBR","ATE","SIN REI","CONTRERAS ZAPATA LUIS ANTONIO","active"
"INCA GARCILASO DE LA VEGA DE SALAMANCA","506820","1506690","secundaria","EBA","ATE","SIN REI","CASTRO CUBA BAZAN PIO CAESAR","active"
"TRAVESURAS DE AMOR","857530","1506708","inicial_jardin","EBR","LURIGANCHO","SIN REI","ALIAGA ESCOBEDO JESSICA","active"
"MANUEL ELIAS BONNEMAISON","292918","1506716","inicial_jardin","EBR","ATE","SIN REI","MONTERO RUMALDO EDUARDO JAVIER","active"
"SAN AGUSTIN","719614","1506724","primaria","EBR","LURIGANCHO","SIN REI","LEON GALARZA WILLY HUMBERTO","active"
"CRECIENDO EN ARMONIA","720245","1506740","inicial_jardin","EBR","LA MOLINA","SIN REI","PANOCCA MERMA JAVIER","active"
"KIDS' HAPPY WORLD","720269","1506765","inicial_jardin","EBR","LA MOLINA","SIN REI","LINARES VELASQUEZ DORIS EVELYN","active"
"SAN ANTONIO DE CARAPONGO","720293","1506773","inicial_jardin","EBR","LURIGANCHO","SIN REI","MACAVILCA HUAMANYAURI DE MILIAN MARY","active"
"GOODS SKINNER'S","720486","1506815","primaria","EBR","ATE","SIN REI","LIZARME CHIRINOS BENICIA VICTORIA","active"
"FE Y ALEGRIA 58 MARY WARD","720504","1506823","primaria","EBR","LURIGANCHO","15","QUISPE CCOLLANA GUILLERMINA","active"
"PATRONA VIRGEN MARIA AUXILIADORA","720047","1506831","inicial_jardin","EBR","ATE","SIN REI","PEÑALOZA BUSTAMANTE MARIA ELISA","active"
"EMANUEL","314821","1506849","secundaria","EBR","LURIGANCHO","SIN REI","VILLENA SANCHEZ PATRICIA SOLEDAD","active"
"CUSSI TALASA","298468","1506856","primaria","EBR","CHACLACAYO","SIN REI","CARLOS RODRIGUEZ ESTHER","active"
"CORAZON DE JESUS DE SANTA CLARA","294936","1506864","secundaria","EBR","ATE","SIN REI","SULCA QUISPE MARIA EUGENIA","active"
"1279","292621","1506872","secundaria","EBR","ATE","12","VIDALON RIVERA MARTIN BLADIMIR","active"
"HOLY TRINITY COLLEGE","314449","1506898","primaria","EBR","LURIGANCHO","SIN REI","ASPAJO TAMANI SEGUNDO","active"
"DEUNI","314755","1506906","primaria","EBR","LURIGANCHO","SIN REI","HUAYLINOS ANTEZANO FELIPE EMILIO","active"
"MARYWOOD","298576","1506914","inicial_jardin","EBR","CHACLACAYO","SIN REI","PISANO CHAVES JHESUS MAXIMINA","active"
"1253 FRANCISCO BOLOGNESI","338879","1506922","inicial_jardin","EBR","SANTA ANITA","5","NUNURA VIDAL DE VILLANUEVA MARIA DEL SOCORRO","active"
"SAN ANTONIO DE CARAPONGO","720293","1506930","primaria","EBR","LURIGANCHO","SIN REI","MACAVILCA HUAMANYAURI DE MILIAN MARY","active"
"VIRGEN DEL ROSARIO DE SALAMANCA DE MONTERRICO","294804","1506948","secundaria","EBR","ATE","SIN REI","CHICCHON HORNA DE RONDON ELSA CLEOFE","active"
"JUAN PABLO","720052","1506955","inicial_jardin","EBR","LURIGANCHO","SIN REI","SANCHEZ ROJAS EDITH","active"
"EL ARQUITECTO","292777","1506963","secundaria","EBA","ATE","SIN REI","ROJAS PAREDES EDITH KARINA","active"
"MI PENSAMIENTO","720617","1506997","inicial_jardin","EBR","ATE","SIN REI","LAURA GARCIA ROXANA FLOR DE ROCIO","active"
"MI PENSAMIENTO","720617","1507003","primaria","EBR","ATE","SIN REI","LAURA GARCIA ROXANA FLOR DE ROCIO","active"
"CAPULLITOS DE FHILADELFIA","720622","1507011","inicial_jardin","EBR","ATE","SIN REI","DAVILA MALLMA BIANI DEL PILAR","active"
"LOS QUERUBINES","720636","1507029","inicial_jardin","EBR","SANTA ANITA","SIN REI","MONTAÑEZ DE ORTIZ DE ZEVALLOS MARGARITA","active"
"MARIA RAFOLS","294540","1507037","secundaria","EBR","ATE","SIN REI","PACHECO PALOMINO AMPARO","active"
"JUAN PABLO","720052","1507045","primaria","EBR","LURIGANCHO","SIN REI","SANCHEZ ROJAS EDITH","active"
"MI PEQUEÑO UNIVERSO","720071","1507052","inicial_jardin","EBR","LA MOLINA","SIN REI","FERNANDEZ PEREZ PATROCINIA LASTENIA","active"
"JESUS DE CIENEGUILLA","720641","1507060","inicial_jardin","EBR","CIENEGUILLA","SIN REI","LAZARO CABANILLAS FRANK DAVID","active"
"1277 DIVINO SALVADOR","314289","1507094","secundaria","EBR","LURIGANCHO","15","HERRERA VILLAYZAN DI STEFANO","active"
"CORAZON DE GUADALUPE","294234","1507102","secundaria","EBR","ATE","SIN REI","CHUCHON MENDOZA MARCELINA","active"
"CRNL LEONCIO PRADO GUTIERREZ DE SANTA ANITA","339954","1507110","inicial_jardin","EBR","SANTA ANITA","SIN REI","CANCHARI ORTEGA CRISTINA","active"
"SAN LUIS GONZAGA","721141","1507128","primaria","EBR","SANTA ANITA","SIN REI","ADRIANO CAMAC EDITH ROSMERY","active"
"JOSE MARIA ARGUEDAS","720655","1507136","inicial_jardin","EBR","ATE","SIN REI","GONZALES ROSAS LOURDES CARMEN","active"
"JOSE MARIA ARGUEDAS","720655","1507144","primaria","EBR","ATE","SIN REI","GONZALES ROSAS LOURDES CARMEN","active"
"UNIMASTER","719987","1507151","inicial_jardin","EBR","ATE","SIN REI","CASTRO GARCIA ISAIAS EFRAIN","active"
"MARIA MONTESSORI","294521","1507177","primaria","EBA","ATE","SIN REI","HUAMANLAZO PIZARRO MATILDE MIRIAM","active"
"MARIA MONTESSORI","294521","1507185","secundaria","EBA","ATE","SIN REI","HUAMANLAZO PIZARRO MATILDE MIRIAM","active"
"UNIMASTER","719987","1507193","primaria","EBR","ATE","SIN REI","CASTRO GARCIA ISAIAS EFRAIN","active"
"LA UNIVERSIDAD","294564","1507201","tecnico_productiva","EBR","ATE","SIN REI","AGREDA OTAROLA PEDRO EINER","active"
"UNIMASTER","719987","1507219","secundaria","EBR","ATE","SIN REI","CASTRO GARCIA ISAIAS EFRAIN","active"
"BURBUJITAS","720783","1507227","inicial_jardin","EBR","CHACLACAYO","SIN REI","RAMIREZ JA PAC FAN MARIA ANGELA","active"
"SONRISITAS","858619","1507235","inicial_jardin","EBR","CHACLACAYO","SIN REI","SERRA SANTAGADEA ANA GABRIELA LILA","active"
"SACO OLIVEROS APEIRON","720066","1507243","inicial_jardin","EBR","ATE","SIN REI","CENTENO LUDEÑA CONSUELO","active"
"1224","313930","1507250","secundaria","EBR","LURIGANCHO","15","BARRIENTOS FERNANDEZ WALTER ALFREDO","active"
"INTERACTIVA CESAR VALLEJO","720014","1507268","primaria","EBR","ATE","SIN REI","TACURI CASAÑO JUDITH YANINA","active"
"1288 ALBERT EINSTEIN","720820","1507276","primaria","EBR","ATE","7","RAMOS LEON HUGO MARIO","active"
"SAN VICENTE DE PAUL","308146","1507292","secundaria","EBR","LA MOLINA","SIN REI","ESQUIVEL ÁLVAREZ PATRICIA CONSUELO","active"
"1289","720839","1507300","inicial_jardin","EBR","ATE","12","ARAGON OVALLE EDWIN","active"
"1289","720839","1507318","primaria","EBR","ATE","12","ARAGON OVALLE EDWIN","active"
"SOMOS CULTURA ORGANIZADA ACADEMICAMENTE","720863","1507326","inicial_jardin","EBR","ATE","SIN REI","PASAPERA ARRUE DAVID JHONATAN","active"
"SOMOS CULTURA ORGANIZADA ACADEMICAMENTE","720863","1507334","primaria","EBR","ATE","SIN REI","PASAPERA ARRUE DAVID JHONATAN","active"
"SOMOS CULTURA ORGANIZADA ACADEMICAMENTE","720863","1507342","secundaria","EBR","ATE","SIN REI","PASAPERA ARRUE DAVID JHONATAN","active"
"SACO OLIVEROS APEIRON","720066","1507359","primaria","EBR","ATE","SIN REI","CENTENO LUDEÑA CONSUELO","active"
"NIÑITA MARIA","293767","1507375","inicial_cuna_jardin","EBR","ATE","3","PALACIOS DIAZ MARIA CECILIA DEL CARMEN","active"
"ALMA AMERICA","718558","1507383","primaria","EBR","ATE","SIN REI","ALARCON MOREYRA CARLOS ALBERTO","active"
"JOSE INGENIEROS","718600","1507391","inicial_jardin","EBR","ATE","SIN REI","ALCOCER ORTEGA ANA MARIA","active"
"JOSE INGENIEROS","718600","1507409","primaria","EBR","ATE","SIN REI","ALCOCER ORTEGA ANA MARIA","active"
"ALECRIM","718624","1507417","inicial_cuna_jardin","EBR","LURIGANCHO","SIN REI","CHAVEZ DE PIEROLA MARIA PILAR","active"
"AMERICAN WHITMAN","718657","1507433","inicial_jardin","EBR","ATE","SIN REI","OSORES RODRIGUEZ ANA MARIA","active"
"AMERICAN WHITMAN","718657","1507441","primaria","EBR","ATE","SIN REI","OSORES RODRIGUEZ ANA MARIA","active"
"SAN JOSE DE BETANCOURT","718676","1507458","primaria","EBR","ATE","SIN REI","PEÑA HUAJAN URSULA HAYDEE","active"
"FOREVER KIDS","721631","1507466","inicial_jardin","EBR","LA MOLINA","SIN REI","MIYAGUSUKU GARCIA GIOANNA JANET","active"
"FAP CAMACHO","718841","1507482","inicial_cuna_jardin","EBR","LA MOLINA","SIN REI","DEL MAS ELEORREAGA LUZ MARIA","active"
"SANTA TERESA DE LA CRUZ","314859","1507508","primaria","EBR","LURIGANCHO","SIN REI","GIL MERINO BERTHA AURORA","active"
"TRILCE DE SANTA ANITA","402605","1507516","primaria","EBR","SANTA ANITA","SIN REI","YUPANQUI SARCCO MARIA ANGELICA","active"
"TRILCE DE SANTA ANITA","402605","1507524","secundaria","EBR","SANTA ANITA","SIN REI","YUPANQUI SARCCO MARIA ANGELICA","active"
"1270 JUAN EL BAUTISTA","292640","1507532","secundaria","EBR","ATE","12","ROJAS SACRAMENTO GREGORIO","active"
"ROSA DE LIMA","293625","1507540","primaria","EBR","ATE","SIN REI","PANTA APONTE DAYANARA CRISTINA","active"
"1283 OKINAWA","292065","1507557","secundaria","EBR","ATE","10","GUERRA CABRERA GLADYS LILIANA","active"
"SANTA TERESITA","293437","1507565","primaria","EBR","ATE","SIN REI","MONTOYA CANALES CRISTINA MELISSA","active"
"SAN ROQUE DE MANCOS","719020","1507573","inicial_jardin","EBR","ATE","SIN REI","LEON MENDEZ OSCAR RAFAEL","active"
"SAN ROQUE DE MANCOS","719020","1507581","primaria","EBR","ATE","SIN REI","LEON MENDEZ OSCAR RAFAEL","active"
"JULIO RAMON RIBEYRO","294253","1507599","secundaria","EBR","ATE","SIN REI","JIMENEZ ALEGRIA NORMA","active"
"SALESIAN INNOVA SCHOOL","854720","1507607","inicial_jardin","EBR","ATE","SIN REI","FUERTES MEZA LUIS CARMELO","active"
"SALESIAN INNOVA SCHOOL","854720","1507615","primaria","EBR","ATE","SIN REI","FUERTES MEZA LUIS CARMELO","active"
"JUAN PABLO II","719384","1507623","inicial_jardin","EBR","LURIGANCHO","SIN REI","ROMERO PAREDES ANGELA CLEOFE","active"
"JUAN PABLO II","719384","1507631","primaria","EBR","LURIGANCHO","SIN REI","ROMERO PAREDES ANGELA CLEOFE","active"
"SANTISIMA TRINIDAD MARIA REINA","719586","1507649","inicial_jardin","EBR","ATE","SIN REI","AGUIRRE ARBI GUISELLA LISBET","active"
"SANTISIMA TRINIDAD MARIA REINA","719586","1507656","primaria","EBR","ATE","SIN REI","AGUIRRE ARBI GUISELLA LISBET","active"
"CIENCIAS APLICADAS ALBERT EINSTEIN","719807","1507664","secundaria","EBR","ATE","SIN REI","AREVALO CARDENAS OMAR FRANKLIN","active"
"PABLO NERUDA","718445","1507680","inicial_jardin","EBR","SANTA ANITA","SIN REI","DAVILA VASQUEZ CESAR","active"
